"Freq [GHz]","Phi [deg]","Theta [deg]","mag(rEX) [V]"
2.6,102,47,7.9537577059305
2.6,102,48,7.77022465469751
2.6,102,49,7.58965951643655
2.6,102,50,7.41220128368231
2.6,102,51,7.23794801111027
2.6,102,52,7.06696108753397
2.6,102,53,6.89926968154763
2.6,102,54,6.7348752420058
2.6,102,55,6.57375594594166
2.6,102,56,6.41587099994096
2.6,102,57.0000000000001,6.26116471564867
2.6,102,58.0000000000001,6.10957029529584
2.6,102,59.0000000000001,5.96101327829477
2.6,102,60.0000000000001,5.81541461455953
2.6,102,61.0000000000001,5.67269334387641
2.6,102,62.0000000000001,5.53276887308853
2.6,102,63.0000000000001,5.39556285388329
2.6,102,64.0000000000001,5.26100067347843
2.6,102,65.0000000000001,5.12901257846699
2.6,102,66.0000000000001,4.99953445853066
2.6,102,67.0000000000001,4.87250832174208
2.6,102,68.0000000000001,4.74788249685269
2.6,102,69.0000000000001,4.62561160042691
2.6,102,70.0000000000001,4.50565630806801
2.6,102,71.0000000000001,4.38798296941645
2.6,102,72.0000000000001,4.2725631062151
2.6,102,73.0000000000001,4.1593728316429
2.6,102,74.0000000000001,4.04839222742433
2.6,102,75.0000000000001,3.93960471301458
2.6,102,76.0000000000001,3.83299643851631
2.6,102,77.0000000000001,3.72855572996251
2.6,102,78.0000000000001,3.62627261224607
2.6,102,79.0000000000001,3.52613843132281
2.6,102,80.0000000000001,3.42814559337588
2.6,102,81.0000000000001,3.33228743440932
2.6,102,82.0000000000001,3.23855822922559
2.6,102,83.0000000000001,3.14695334391137
2.6,102,84.0000000000001,3.05746953076859
2.6,102,85.0000000000001,2.97010535903366
2.6,102,86.0000000000001,2.88486176866483
2.6,102,87.0000000000001,2.80174272787978
2.6,102,88.0000000000001,2.72075596792817
2.6,102,89.0000000000001,2.64191376073883
2.6,102,90.0000000000001,2.5652336965781
2.6,102,91.0000000000001,2.49073940975101
2.6,102,92.0000000000001,2.41846119084107
2.6,102,93.0000000000001,2.34843641435698
2.6,102,94.0000000000001,2.28070970151712
2.6,102,95.0000000000001,2.21533273016243
2.6,102,96.0000000000001,2.1523635987521
2.6,102,97.0000000000001,2.09186565083765
2.6,102,98.0000000000001,2.03390567255835
2.6,102,99.0000000000001,1.97855139115085
2.6,102,100,1.92586822991412
2.6,102,101,1.87591531685787
2.6,102,102,1.82874080168669
2.6,102,103,1.78437660823351
2.6,102,104,1.74283283358861
2.6,102,105,1.70409209421744
2.6,102,106,1.66810420318467
2.6,102,107,1.63478162863781
2.6,102,108,1.60399621902631
2.6,102,109,1.57557767479405
2.6,102,110,1.54931419481261
2.6,102,111,1.52495563184713
2.6,102,112,1.50221936630572
2.6,102,113,1.48079896893944
2.6,102,114,1.46037559039064
2.6,102,115,1.44063190444649
2.6,102,116,1.42126835016377
2.6,102,117,1.40202136173167
2.6,102,118,1.38268322710482
2.6,102,119,1.36312314726212
2.6,102,120,1.34330893559103
2.6,102,121,1.32332854914348
2.6,102,122,1.3034102221262
2.6,102,123,1.28393932498548
2.6,102,124,1.26546918323157
2.6,102,125,1.24872203448905
2.6,102,126,1.23457533624734
2.6,102,127,1.22402828851149
2.6,102,128,1.21814450962506
2.6,102,129,1.2179701373244
2.6,102,130,1.22443247155581
2.6,102,131,1.23823147785712
2.6,102,132,1.2597421711089
2.6,102,133,1.28894663325975
2.6,102,134,1.32540850259858
2.6,102,135,1.36829214663361
2.6,102,136,1.41641815074024
2.6,102,137,1.46834063781485
2.6,102,138,1.52243166696772
2.6,102,139,1.57696183397251
2.6,102,140,1.63017134570513
2.6,102,141,1.68033010317107
2.6,102,142,1.72578787682871
2.6,102,143,1.76501665336797
2.6,102,144,1.79664722075126
2.6,102,145,1.81950156327623
2.6,102,146,1.83262201363199
2.6,102,147,1.83529753731457
2.6,102,148,1.82708707270251
2.6,102,149,1.8078395183638
2.6,102,150,1.77770971523637
2.6,102,151,1.73716956375552
2.6,102,152,1.68701317660783
2.6,102,153,1.62835460743246
2.6,102,154,1.5626161009791
2.6,102,155,1.49150385368394
2.6,102,156,1.41696686583857
2.6,102,157,1.34113269697068
2.6,102,158,1.26621236384665
2.6,102,159,1.19436670868122
2.6,102,160,1.12753097186945
2.6,102,161,1.06720616918674
2.6,102,162,1.01424589350257
2.6,102,163,0.968688821957667
2.6,102,164,0.929695224066567
2.6,102,165,0.895625281256464
2.6,102,166,0.864250861860828
2.6,102,167,0.833046180378152
2.6,102,168,0.799484680067343
2.6,102,169,0.761285132521809
2.6,102,169.999999999999,0.716581919712973
2.6,102,170.999999999999,0.664022294505354
2.6,102,171.999999999999,0.602808459976953
2.6,102,172.999999999999,0.532707588753064
2.6,102,173.999999999999,0.454057687124103
2.6,102,174.999999999999,0.367820082306411
2.6,102,175.999999999999,0.275841481851181
2.6,102,176.999999999999,0.182150927294634
2.6,102,177.999999999999,0.101794865221479
2.6,102,178.999999999999,0.100946387773979
2.6,102,179.999999999999,0.183451128006887
2.6,103,0,10.6907684816086
2.6,103,1,10.8576278356275
2.6,103,2,11.0231317812841
2.6,103,3,11.1854521107515
2.6,103,4,11.3428418059833
2.6,103,5,11.4936582002638
2.6,103,6,11.6363826577547
2.6,103,7,11.7696363137922
2.6,103,8,11.8921915991166
2.6,103,9,12.0029794763479
2.6,103,10,12.1010925264388
2.6,103,11,12.1857842172519
2.6,103,12,12.2564648494788
2.6,103,13,12.3126947946651
2.6,103,14,12.354175708826
2.6,103,15,12.3807404208073
2.6,103,16,12.3923421598257
2.6,103,17,12.3890437083857
2.6,103,18,12.3710069552228
2.6,103,19,12.3384831903374
2.6,103,20,12.2918043436677
2.6,103,21,12.2313752331024
2.6,103,22,12.1576667673184
2.6,103,23,12.071209952801
2.6,103,24,11.9725904877308
2.6,103,25,11.8624436903604
2.6,103,26,11.7414495051157
2.6,103,27,11.6103273524477
2.6,103,28,11.469830632965
2.6,103,29,11.3207407560217
2.6,103,30,11.1638606306917
2.6,103,31,11.0000076262252
2.6,103,32,10.8300060737342
2.6,103,33,10.6546794362741
2.6,103,34,10.4748423173256
2.6,103,35,10.2912925060274
2.6,103,36,10.1048032707638
2.6,103,37,9.91611611147502
2.6,103,38,9.72593416682485
2.6,103,39,9.53491644732433
2.6,103,40,9.34367303226736
2.6,103,41,9.15276132965642
2.6,103,42,8.96268345693361
2.6,103,43,8.77388475882717
2.6,103,44,8.58675343920142
2.6,103,45,8.40162124827592
2.6,103,46,8.21876513632002
2.6,103,47,8.03840976083312
2.6,103,48,7.86073071674131
2.6,103,49,7.68585834832806
2.6,103,50,7.51388199716945
2.6,103,51,7.3448545416862
2.6,103,52,7.17879709027093
2.6,103,53,7.01570370038673
2.6,103,54,6.85554600958305
2.6,103,55,6.6982776800656
2.6,103,56,6.54383857536183
2.6,103,57.0000000000001,6.39215860491523
2.6,103,58.0000000000001,6.24316118940993
2.6,103,59.0000000000001,6.09676631569912
2.6,103,60.0000000000001,5.95289316495639
2.6,103,61.0000000000001,5.8114623107939
2.6,103,62.0000000000001,5.67239749542712
2.6,103,63.0000000000001,5.53562700145366
2.6,103,64.0000000000001,5.40108464448232
2.6,103,65.0000000000001,5.26871041779485
2.6,103,66.0000000000001,5.13845082459235
2.6,103,67.0000000000001,5.01025893634233
2.6,103,68.0000000000001,4.88409421748963
2.6,103,69.0000000000001,4.7599221575086
2.6,103,70.0000000000001,4.63771375113378
2.6,103,71.0000000000001,4.51744486677238
2.6,103,72.0000000000001,4.39909554171581
2.6,103,73.0000000000001,4.28264924095051
2.6,103,74.0000000000001,4.16809211422113
2.6,103,75.0000000000001,4.05541228360013
2.6,103,76.0000000000001,3.94459919123323
2.6,103,77.0000000000001,3.83564303420365
2.6,103,78.0000000000001,3.72853431062412
2.6,103,79.0000000000001,3.62326349814464
2.6,103,80.0000000000001,3.51982088306204
2.6,103,81.0000000000001,3.41819655513133
2.6,103,82.0000000000001,3.31838057999022
2.6,103,83.0000000000001,3.2203633577817
2.6,103,84.0000000000001,3.12413617304409
2.6,103,85.0000000000001,3.02969193715403
2.6,103,86.0000000000001,2.9370261204491
2.6,103,87.0000000000001,2.84613786647797
2.6,103,88.0000000000001,2.75703127543506
2.6,103,89.0000000000001,2.66971683748864
2.6,103,90.0000000000001,2.58421298909721
2.6,103,91.0000000000001,2.50054775615866
2.6,103,92.0000000000001,2.41876043651949
2.6,103,93.0000000000001,2.33890326052782
2.6,103,94.0000000000001,2.26104295150404
2.6,103,95.0000000000001,2.18526208791033
2.6,103,96.0000000000001,2.1116601455998
2.6,103,97.0000000000001,2.04035407234262
2.6,103,98.0000000000001,1.97147821930847
2.6,103,99.0000000000001,1.90518342818757
2.6,103,100,1.84163505297083
2.6,103,101,1.78100968935671
2.6,103,102,1.72349040222505
2.6,103,103,1.66926029465672
2.6,103,104,1.61849436298909
2.6,103,105,1.57134974070071
2.6,103,106,1.52795465054489
2.6,103,107,1.48839664595855
2.6,103,108,1.45271099690591
2.6,103,109,1.42087031041633
2.6,103,110,1.39277660954977
2.6,103,111,1.36825706971116
2.6,103,112,1.34706439924753
2.6,103,113,1.32888246866501
2.6,103,114,1.3133373048085
2.6,103,115,1.30001307029563
2.6,103,116,1.28847224231203
2.6,103,117,1.27827895383919
2.6,103,118,1.2690243766851
2.6,103,119,1.26035306789234
2.6,103,120,1.25198929025659
2.6,103,121,1.24376236018548
2.6,103,122,1.23562998429943
2.6,103,123,1.22769825404926
2.6,103,124,1.22023644673893
2.6,103,125,1.21368406619055
2.6,103,126,1.20864678679271
2.6,103,127,1.20587743945385
2.6,103,128,1.20623838199229
2.6,103,129,1.21064312536221
2.6,103,130,1.21997837613905
2.6,103,131,1.235012511772
2.6,103,132,1.25630168456115
2.6,103,133,1.28410807737896
2.6,103,134,1.31834421261224
2.6,103,135,1.3585521144148
2.6,103,136,1.40391832144281
2.6,103,137,1.45331843542733
2.6,103,138,1.50538072330067
2.6,103,139,1.55855798205563
2.6,103,140,1.6111993205763
2.6,103,141,1.66161692759484
2.6,103,142,1.70814588306459
2.6,103,143,1.74919701639034
2.6,103,144,1.78330372683357
2.6,103,145,1.80916385624379
2.6,103,146,1.82567747378128
2.6,103,147,1.83198104566121
2.6,103,148,1.82747806627158
2.6,103,149,1.81186588401362
2.6,103,150,1.78515817388427
2.6,103,151,1.74770225961878
2.6,103,152,1.70019021093603
2.6,103,153,1.64366224332552
2.6,103,154,1.57950029891389
2.6,103,155,1.50940862602616
2.6,103,156,1.43537655612167
2.6,103,157,1.35961651492031
2.6,103,158,1.28446810652996
2.6,103,159,1.21225842591175
2.6,103,160,1.14511268659483
2.6,103,161,1.08472190101466
2.6,103,162,1.03209753652654
2.6,103,163,0.987370144277223
2.6,103,164,0.949701603099636
2.6,103,165,0.917359141664672
2.6,103,166,0.887944989130106
2.6,103,167,0.858719275258227
2.6,103,168,0.826931271275268
2.6,103,169,0.790092688813403
2.6,103,169.999999999999,0.746164795562847
2.6,103,170.999999999999,0.693663401244374
2.6,103,171.999999999999,0.631702230731541
2.6,103,172.999999999999,0.559999725249453
2.6,103,173.999999999999,0.478876987641814
2.6,103,174.999999999999,0.389292629624758
2.6,103,175.999999999999,0.293054649567066
2.6,103,176.999999999999,0.193913802071123
2.6,103,177.999999999999,0.105356872516308
2.6,103,178.999999999999,0.0967999117465523
2.6,103,179.999999999999,0.183451128006885
2.6,104,0,10.6907684816086
2.6,104,1,10.8627727552595
2.6,104,2,11.0332866085943
2.6,104,3,11.2003819923772
2.6,104,4,11.3622205271228
2.6,104,5,11.517079135449
2.6,104,6,11.663371783389
2.6,104,7,11.7996667856371
2.6,104,8,11.9246993417075
2.6,104,9,12.0373792108646
2.6,104,10,12.136793678942
2.6,104,11,12.2222061969357
2.6,104,12,12.2930512603994
2.6,104,13,12.3489262361196
2.6,104,14,12.3895809201299
2.6,104,15,12.4149056267042
2.6,104,16,12.4249185651599
2.6,104,17,12.4197531686534
2.6,104,18,12.399645908984
2.6,104,19,12.3649249784028
2.6,104,20,12.316000058948
2.6,104,21,12.253353246537
2.6,104,22,12.177531063427
2.6,104,23,12.0891373880708
2.6,104,24,11.9888270614693
2.6,104,25,11.8772998956294
2.6,104,26,11.7552948108675
2.6,104,27,11.6235838597168
2.6,104,28,11.4829659492597
2.6,104,29,11.3342601428405
2.6,104,30,11.1782984980927
2.6,104,31,11.0159184733659
2.6,104,32,10.8479550024597
2.6,104,33,10.6752323930564
2.6,104,34,10.4985562441466
2.6,104,35,10.3187056004768
2.6,104,36,10.1364255676015
2.6,104,37,9.9524206007744
2.6,104,38,9.7673486569312
2.6,104,39,9.58181636432644
2.6,104,40,9.39637532227773
2.6,104,41,9.21151959728471
2.6,104,42,9.02768443470984
2.6,104,43,8.84524616006258
2.6,104,44,8.66452320306539
2.6,104,45,8.48577814289023
2.6,104,46,8.30922064544292
2.6,104,47,8.13501114396747
2.6,104,48,7.96326510264507
2.6,104,49,7.79405769891245
2.6,104,50,7.62742876319451
2.6,104,51,7.46338782363365
2.6,104,52,7.30191911703114
2.6,104,53,7.14298644433946
2.6,104,54,6.98653776841556
2.6,104,55,6.83250947219512
2.6,104,56,6.68083021594063
2.6,104,57.0000000000001,6.53142435188843
2.6,104,58.0000000000001,6.38421487279277
2.6,104,59.0000000000001,6.23912588705843
2.6,104,60.0000000000001,6.09608462707202
2.6,104,61.0000000000001,5.95502300885532
2.6,104,62.0000000000001,5.81587877028792
2.6,104,63.0000000000001,5.67859622200245
2.6,104,64.0000000000001,5.54312664985344
2.6,104,65.0000000000001,5.40942841085442
2.6,104,66.0000000000001,5.27746676595258
2.6,104,67.0000000000001,5.1472134932506
2.6,104,68.0000000000001,5.01864632456301
2.6,104,69.0000000000001,4.89174824675619
2.6,104,70.0000000000001,4.76650670737867
2.6,104,71.0000000000001,4.64291276181875
2.6,104,72.0000000000001,4.52096019676895
2.6,104,73.0000000000001,4.40064466223903
2.6,104,74.0000000000001,4.28196284181758
2.6,104,75.0000000000001,4.16491168839005
2.6,104,76.0000000000001,4.0494877501113
2.6,104,77.0000000000001,3.93568660912294
2.6,104,78.0000000000001,3.82350245330646
2.6,104,79.0000000000001,3.71292779927458
2.6,104,80.0000000000001,3.60395338281941
2.6,104,81.0000000000001,3.49656823114729
2.6,104,82.0000000000001,3.39075992942404
2.6,104,83.0000000000001,3.28651509240983
2.6,104,84.0000000000001,3.18382005025263
2.6,104,85.0000000000001,3.08266175579016
2.6,104,86.0000000000001,2.98302891891991
2.6,104,87.0000000000001,2.88491337163868
2.6,104,88.0000000000001,2.78831166508443
2.6,104,89.0000000000001,2.69322689711934
2.6,104,90.0000000000001,2.59967076536241
2.6,104,91.0000000000001,2.50766583565826
2.6,104,92.0000000000001,2.41724800911482
2.6,104,93.0000000000001,2.32846916115845
2.6,104,94.0000000000001,2.24139991232211
2.6,104,95.0000000000001,2.15613247108471
2.6,104,96.0000000000001,2.07278346196941
2.6,104,97.0000000000001,1.99149661482922
2.6,104,98.0000000000001,1.9124451411318
2.6,104,99.0000000000001,1.8358335577179
2.6,104,100,1.76189863686546
2.6,104,101,1.69090906556382
2.6,104,102,1.62316329466188
2.6,104,103,1.55898496781936
2.6,104,104,1.49871527292846
2.6,104,105,1.44270160370663
2.6,104,106,1.39128211939666
2.6,104,107,1.34476620905673
2.6,104,108,1.30341153735343
2.6,104,109,1.26739923152113
2.6,104,110,1.23680971069002
2.6,104,111,1.21160238694795
2.6,104,112,1.19160265840171
2.6,104,113,1.17649903393536
2.6,104,114,1.16585188839146
2.6,104,115,1.15911356476147
2.6,104,116,1.15565783952825
2.6,104,117,1.15481564124965
2.6,104,118,1.15591360189464
2.6,104,119,1.15831244052265
2.6,104,120,1.16144301378274
2.6,104,121,1.16483874462037
2.6,104,122,1.16816377114574
2.6,104,123,1.17123639288011
2.6,104,124,1.17404720651014
2.6,104,125,1.17677077826518
2.6,104,126,1.17976892009214
2.6,104,127,1.18358282444852
2.6,104,128,1.18891078300299
2.6,104,129,1.19656841187277
2.6,104,130,1.20742972991439
2.6,104,131,1.22235041027251
2.6,104,132,1.24207881987533
2.6,104,133,1.26716498329067
2.6,104,134,1.29788053064273
2.6,104,135,1.3341622778018
2.6,104,136,1.37558786275451
2.6,104,137,1.42138520425889
2.6,104,138,1.47047104101359
2.6,104,139,1.52150972986646
2.6,104,140,1.57298263164239
2.6,104,141,1.62326007726867
2.6,104,142,1.6706706748941
2.6,104,143,1.71356536197116
2.6,104,144,1.75037548407965
2.6,104,145,1.77966519063217
2.6,104,146,1.80017876636396
2.6,104,147,1.81088343184726
2.6,104,148,1.81100786736956
2.6,104,149,1.8000763828239
2.6,104,150,1.77793833658307
2.6,104,151,1.74479210360291
2.6,104,152,1.70120256320536
2.6,104,153,1.64811062880009
2.6,104,154,1.5868326321529
2.6,104,155,1.51904621117018
2.6,104,156,1.44675753162231
2.6,104,157,1.37224213843218
2.6,104,158,1.29794892457634
2.6,104,159,1.22635523823747
2.6,104,160,1.1597645312271
2.6,104,161,1.10005124702106
2.6,104,162,1.04838387370981
2.6,104,163,1.00498961483386
2.6,104,164,0.969041644322533
2.6,104,165,0.938727651857833
2.6,104,166,0.911495908316382
2.6,104,167,0.884408756064886
2.6,104,168,0.854506565130957
2.6,104,169,0.819106958930024
2.6,104,169.999999999999,0.776008173614362
2.6,104,170.999999999999,0.723601928229158
2.6,104,171.999999999999,0.660918854512125
2.6,104,172.999999999999,0.587633286491182
2.6,104,173.999999999999,0.504055024598113
2.6,104,174.999999999999,0.411149710884555
2.6,104,175.999999999999,0.310709144163534
2.6,104,176.999999999999,0.206274102312104
2.6,104,177.999999999999,0.109929884177326
2.6,104,178.999999999999,0.0928321967630781
2.6,104,179.999999999999,0.183451128006882
2.6,105,0,10.6907684816086
2.6,105,1,10.8678666788625
2.6,105,2,11.043339590671
2.6,105,3,11.215155300216
2.6,105,4,11.3813802967518
2.6,105,5,11.5402078384062
2.6,105,6,11.6899819812067
2.6,105,7,11.8292166287469
2.6,105,8,11.9566092048897
2.6,105,9,12.0710488333395
2.6,105,10,12.1716191936381
2.6,105,11,12.2575964862001
2.6,105,12,12.3284431571213
2.6,105,13,12.3837981905429
2.6,105,14,12.4234648632671
2.6,105,15,12.4473968711688
2.6,105,16,12.4556836845465
2.6,105,17,12.4485358804327
2.6,105,18,12.4262710488658
2.6,105,19,12.3893006945871
2.6,105,20,12.3381183735901
2.6,105,21,12.2732891322882
2.6,105,22,12.1954401699005
2.6,105,23,12.1052525322344
2.6,105,24,12.0034535731197
2.6,105,25,11.8908098894879
2.6,105,26,11.7681204445567
2.6,105,27,11.6362096345061
2.6,105,28,11.4959201189426
2.6,105,29,11.3481053147732
2.6,105,30,11.193621537283
2.6,105,31,11.0333198525744
2.6,105,32,10.8680377749774
2.6,105,33,10.6985909964621
2.6,105,34,10.5257653694227
2.6,105,35,10.3503093784526
2.6,105,36,10.17292733165
2.6,105,37,9.99427347977966
2.6,105,38,9.8149472354968
2.6,105,39,9.63548961866744
2.6,105,40,9.45638100168951
2.6,105,41,9.27804017463566
2.6,105,42,9.10082469764045
2.6,105,43,8.9250324603193
2.6,105,44,8.75090432751946
2.6,105,45,8.57862771899453
2.6,105,46,8.40834094853856
2.6,105,47,8.24013813588288
2.6,105,48,8.07407450180107
2.6,105,49,7.91017186243884
2.6,105,50,7.74842415157581
2.6,105,51,7.58880281779454
2.6,105,52,7.43126196574537
2.6,105,53,7.2757431352366
2.6,105,54,7.12217963725249
2.6,105,55,6.97050039089839
2.6,105,56,6.82063322862434
2.6,105,57.0000000000001,6.67250765808071
2.6,105,58.0000000000001,6.52605708706893
2.6,105,59.0000000000001,6.38122053297811
2.6,105,60.0000000000001,6.23794384977254
2.6,105,61.0000000000001,6.09618051413062
2.6,105,62.0000000000001,5.95589201798602
2.6,105,63.0000000000001,5.81704791783924
2.6,105,64.0000000000001,5.67962559220132
2.6,105,65.0000000000001,5.54360975782905
2.6,105,66.0000000000001,5.40899179343479
2.6,105,67.0000000000001,5.27576891668784
2.6,105,68.0000000000001,5.14394325691137
2.6,105,69.0000000000001,5.0135208621997
2.6,105,70.0000000000001,4.88451067595998
2.6,105,71.0000000000001,4.75692351428548
2.6,105,72.0000000000001,4.63077107220962
2.6,105,73.0000000000001,4.50606498383788
2.6,105,74.0000000000001,4.38281595864442
2.6,105,75.0000000000001,4.26103301385462
2.6,105,76.0000000000001,4.140722820804
2.6,105,77.0000000000001,4.0218891814412
2.6,105,78.0000000000001,3.90453264969858
2.6,105,79.0000000000001,3.78865031125883
2.6,105,80.0000000000001,3.67423573427004
2.6,105,81.0000000000001,3.56127910278517
2.6,105,82.0000000000001,3.44976754410743
2.6,105,83.0000000000001,3.33968566080595
2.6,105,84.0000000000001,3.23101627792407
2.6,105,85.0000000000001,3.12374141584516
2.6,105,86.0000000000001,3.01784349941392
2.6,105,87.0000000000001,2.91330681424252
2.6,105,88.0000000000001,2.81011922165097
2.6,105,89.0000000000001,2.70827414435963
2.6,105,90.0000000000001,2.60777283577045
2.6,105,91.0000000000001,2.50862694624111
2.6,105,92.0000000000001,2.41086139980303
2.6,105,93.0000000000001,2.31451759365954
2.6,105,94.0000000000001,2.21965692945921
2.6,105,95.0000000000001,2.1263646780582
2.6,105,96.0000000000001,2.03475416557916
2.6,105,97.0000000000001,1.94497124395809
2.6,105,98.0000000000001,1.85719896780886
2.6,105,99.0000000000001,1.77166233277668
2.6,105,100,1.68863282714644
2.6,105,101,1.60843239434482
2.6,105,102,1.53143618484317
2.6,105,103,1.45807318320728
2.6,105,104,1.38882343914497
2.6,105,105,1.32421025955766
2.6,105,106,1.26478545065308
2.6,105,107,1.21110575104128
2.6,105,108,1.16369927562985
2.6,105,109,1.12302240340801
2.6,105,110,1.08941017589236
2.6,105,111,1.06302648272259
2.6,105,112,1.04382294629487
2.6,105,113,1.03151592516069
2.6,105,114,1.02558838409208
2.6,105,115,1.02531797039421
2.6,105,116,1.02982655900407
2.6,105,117,1.03814233010474
2.6,105,118,1.04926456107721
2.6,105,119,1.0622233814398
2.6,105,120,1.0761301900816
2.6,105,121,1.0902176580413
2.6,105,122,1.10387032594335
2.6,105,123,1.1166476003509
2.6,105,124,1.12830073938744
2.6,105,125,1.13878457746828
2.6,105,126,1.14826358316556
2.6,105,127,1.15711059583271
2.6,105,128,1.16589544910325
2.6,105,129,1.17535993924885
2.6,105,130,1.18637564089466
2.6,105,131,1.19988240383047
2.6,105,132,1.21680833963839
2.6,105,133,1.23797655815876
2.6,105,134,1.2640087867741
2.6,105,135,1.29523941903955
2.6,105,136,1.33165357605123
2.6,105,137,1.37285871397796
2.6,105,138,1.41809242826848
2.6,105,139,1.46626206269205
2.6,105,140,1.51600705942661
2.6,105,141,1.5657737273257
2.6,105,142,1.61389363871081
2.6,105,143,1.6586597252095
2.6,105,144,1.69839698092325
2.6,105,145,1.73152675267496
2.6,105,146,1.75662474616346
2.6,105,147,1.77247328461513
2.6,105,148,1.77810830076115
2.6,105,149,1.77286126057275
2.6,105,150,1.75639585710708
2.6,105,151,1.72873893621626
2.6,105,152,1.69030470857198
2.6,105,153,1.6419107820538
2.6,105,154,1.58478376291785
2.6,105,155,1.52055090209854
2.6,105,156,1.45121225063325
2.6,105,157,1.37908489785643
2.6,105,158,1.3067074718272
2.6,105,159,1.2366908402681
2.6,105,160,1.17150374910233
2.6,105,161,1.11319597245174
2.6,105,162,1.06309067207936
2.6,105,163,1.02151555855015
2.6,105,164,0.987664878316809
2.6,105,165,0.959661360646756
2.6,105,166,0.934816806750296
2.6,105,167,0.910013833995535
2.6,105,168,0.882100337315137
2.6,105,169,0.848213140272129
2.6,105,169.999999999999,0.805997089256284
2.6,105,170.999999999999,0.753726197593511
2.6,105,171.999999999999,0.690352123594497
2.6,105,172.999999999999,0.615508284765151
2.6,105,173.999999999999,0.52949712883894
2.6,105,174.999999999999,0.43329878433682
2.6,105,175.999999999999,0.328706930901232
2.6,105,176.999999999999,0.219109453385458
2.6,105,177.999999999999,0.115376975140923
2.6,105,178.999999999999,0.0890628775537429
2.6,105,179.999999999999,0.18345112800688
2.6,106,0,10.6907684816086
2.6,106,1,10.8729080149752
2.6,106,2,11.0532872979401
2.6,106,3,11.2297662440821
2.6,106,4,11.4003121866227
2.6,106,5,11.563031250591
2.6,106,6,11.7161949116815
2.6,106,7,11.8582609816135
2.6,106,8,11.9878885486315
2.6,106,9,12.1039467290889
2.6,106,10,12.2055174173104
2.6,106,11,12.2918925245634
2.6,106,12,12.3625664481881
2.6,106,13,12.4172246903825
2.6,106,14,12.4557296428356
2.6,106,15,12.4781045667817
2.6,106,16,12.4845167344044
2.6,106,17,12.4752605697164
2.6,106,18,12.4507414528206
2.6,106,19,12.4114606512846
2.6,106,20,12.3580016372105
2.6,106,21,12.2910178577798
2.6,106,22,12.2112218664253
2.6,106,23,12.1193756024463
2.6,106,24,12.0162815344955
2.6,106,25,11.9027743582746
2.6,106,26,11.7797129565467
2.6,106,27,11.647972382115
2.6,106,28,11.5084357013169
2.6,106,29,11.3619856254574
2.6,106,30,11.2094959494206
2.6,106,31,11.0518229007773
2.6,106,32,10.8897965714453
2.6,106,33,10.7242126522517
2.6,106,34,10.5558247160052
2.6,106,35,10.385337296746
2.6,106,36,10.2133999935399
2.6,106,37,10.0406027899371
2.6,106,38,9.86747272948228
2.6,106,39,9.69447202843227
2.6,106,40,9.52199764415594
2.6,106,41,9.35038225626741
2.6,106,42,9.17989656143764
2.6,106,43,9.01075273523174
2.6,106,44,8.84310887744239
2.6,106,45,8.67707423244501
2.6,106,46,8.51271496334036
2.6,106,47,8.35006025750051
2.6,106,48,8.18910855034584
2.6,106,49,8.02983367201633
2.6,106,50,7.872190746035
2.6,106,51,7.71612169795273
2.6,106,52,7.56156026322401
2.6,106,53,7.40843641528037
2.6,106,54,7.25668016530243
2.6,106,55,7.10622471323372
2.6,106,56,6.95700895417549
2.6,106,57.0000000000001,6.80897936484968
2.6,106,58.0000000000001,6.66209131104119
2.6,106,59.0000000000001,6.51630982883735
2.6,106,60.0000000000001,6.37160994031226
2.6,106,61.0000000000001,6.22797656846708
2.6,106,62.0000000000001,6.08540411726419
2.6,106,63.0000000000001,5.94389578107359
2.6,106,64.0000000000001,5.80346264439041
2.6,106,65.0000000000001,5.66412262786658
2.6,106,66.0000000000001,5.52589933105652
2.6,106,67.0000000000001,5.38882081626528
2.6,106,68.0000000000001,5.25291837188001
2.6,106,69.0000000000001,5.11822528785037
2.6,106,70.0000000000001,4.98477567076275
2.6,106,71.0000000000001,4.85260332135478
2.6,106,72.0000000000001,4.72174069340304
2.6,106,73.0000000000001,4.59221794969874
2.6,106,74.0000000000001,4.46406212827532
2.6,106,75.0000000000001,4.33729643011215
2.6,106,76.0000000000001,4.21193963814023
2.6,106,77.0000000000001,4.08800567643997
2.6,106,78.0000000000001,3.96550331797247
2.6,106,79.0000000000001,3.84443604895375
2.6,106,80.0000000000001,3.72480209800827
2.6,106,81.0000000000001,3.6065946384805
2.6,106,82.0000000000001,3.48980217271445
2.6,106,83.0000000000001,3.3744091077266
2.6,106,84.0000000000001,3.26039653251153
2.6,106,85.0000000000001,3.1477432082734
2.6,106,86.0000000000001,3.03642678423575
2.6,106,87.0000000000001,2.92642525343816
2.6,106,88.0000000000001,2.81771866520101
2.6,106,89.0000000000001,2.71029111386881
2.6,106,90.0000000000001,2.60413302718085
2.6,106,91.0000000000001,2.49924378231203
2.6,106,92.0000000000001,2.39563468337363
2.6,106,93.0000000000001,2.29333234094487
2.6,106,94.0000000000001,2.19238250175294
2.6,106,95.0000000000001,2.09285438419306
2.6,106,96.0000000000001,1.99484558138425
2.6,106,97.0000000000001,1.89848759478937
2.6,106,98.0000000000001,1.8039520524281
2.6,106,99.0000000000001,1.71145763649269
2.6,106,100,1.62127767915694
2.6,106,101,1.53374825593504
